"Title","Year","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney."
"Yummy Mummies",2017,"7+",4,NA,1,0,0,0
"Robozuna",2018,"7+",6,NA,1,0,0,0
"Baby Animals in the Wild",2015,NA,7.7,NA,1,0,0,0
"Chasing Cameron",2016,"7+",3.6,NA,1,0,0,0
"The Could’ve-Gone-All-the-Way Committee",2018,NA,7.1,NA,1,0,0,0
"Towies",2018,NA,NA,NA,1,0,0,0
"Juana Brava",2015,NA,7.1,NA,1,0,0,0
"Pinky Malinky",2019,"7+",5.6,NA,1,0,0,0
"Kibaoh Klashers",2017,"7+",5.9,NA,1,0,0,0
"Kulipari: An Army of Frogs",2016,"7+",6.9,NA,1,0,0,0
"Robot Trains",2017,"all",5.4,NA,1,0,1,0
"Tornado Hunters",2014,NA,5.6,NA,1,0,0,0
"Kahi Suni",2015,"7+",6.7,NA,1,0,0,0
"Lady, La Vendedora de Rosas",2016,NA,NA,NA,1,0,0,0
"Empty",2008,NA,6.7,NA,1,0,0,0
"Wanda and the Alien",2014,"all",6.5,NA,1,0,0,0
"Bromance",2008,NA,2.6,NA,1,0,0,0
"Made in Mexico",2018,NA,4,NA,1,0,0,0
"Spy Kids: Mission Critical",2018,"all",4.6,NA,1,0,0,0
"Masha's Spooky Stories",2014,"all",5,NA,1,0,0,0
"UFOs: The Best Evidence Ever (Caught on Tape)",1997,NA,5.6,NA,1,0,0,0
"Life on Location",2009,"all",7.5,NA,1,0,0,0
"Kulipari: Dream Walker",2018,"7+",7.3,NA,1,0,0,0
"Wreck Trek",2013,NA,4.8,NA,1,0,0,0
"Luna Petunia",2016,"all",6.4,NA,1,0,0,0
"<U+0422><U+043E><U+0431><U+043E><U+0442>",2010,NA,6.2,NA,1,0,1,0
"Stay Tuned!",2019,NA,8,NA,1,0,0,0
"Goodbye Dear Wife",2012,NA,6.5,NA,1,0,0,0
"Trek: Spy on the Wildebeest",2007,NA,7.8,NA,1,0,0,0
"Stretch Armstrong & the Flex Fighters",2017,NA,6.5,NA,1,0,0,0
"Gorilla Family & Me",2015,NA,8.2,NA,1,0,0,0
"Wild Ones",2014,NA,7,NA,1,0,0,0
"License To Drill Louisiana",2014,"16+",6.5,NA,1,0,0,0
"Ex-Boyfriend",2011,NA,7.1,NA,1,0,0,0
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,"all",7.5,NA,1,0,0,0
"Great Wild North",2015,"7+",5.4,NA,1,0,0,0
"Way Back into Love",2011,NA,7,NA,1,0,0,0
"Love Cuisine",2015,NA,8.1,NA,1,0,0,0
"The Bomb Squad",2011,NA,7.6,NA,1,0,0,0
"Darr Sabko Lagta Hai",2016,NA,6.1,NA,1,0,0,0
"The Drunk and On Drugs Happy Funtime Hour",2011,NA,5.1,NA,1,0,0,0
"The Sporting Mavericks",2016,"all",6.5,NA,1,0,0,0
"Leo & Tig",2017,"all",6.8,NA,1,0,0,0
"Inborn Pair",2011,NA,6.9,NA,1,0,0,0
"The Future of Water",2007,NA,7.6,NA,1,0,0,0
"Wild Australia with Ray Mears",2016,NA,7.1,NA,1,0,0,0
"Luo Bao Bei",2018,"all",7.2,NA,1,0,0,0
"La Rosa de Guadalupe",2011,NA,NA,NA,1,0,0,0
"Top Grier",2016,NA,5.6,NA,1,0,0,0
"The Garden of Heaven",2011,"16+",8,NA,1,0,0,0
"The Miracle",2016,NA,6.2,NA,1,0,0,0
"Britain's Horror Homes",2015,NA,5.1,NA,1,0,0,0
"OH NO! It's An Alien Invasion",2013,"all",5.5,NA,1,0,0,0
"Momo Salon",2014,"7+",NA,NA,1,0,1,0
"Space Dealers",2019,NA,6.7,NA,1,0,0,0
"Tjovitjo",2017,NA,4.8,NA,1,0,0,0
"Extreme Animal Obsessions",2013,NA,5,NA,1,0,0,0
"Inst@famous",2018,"18+",3.6,NA,1,0,0,0
"Screenland",2017,NA,6.8,NA,1,0,0,0
"Who's The One",2011,NA,7.4,NA,1,0,0,0
"Angel 'N' Devil",2014,NA,4.9,NA,1,0,0,0
"The Quon Dynasty",2011,NA,6.1,NA,1,0,0,0
"La Esclava Blanca",2016,NA,NA,NA,1,0,0,0
"Fabulosas Flores",2015,"16+",7.7,NA,1,0,0,0
"Entangled",2014,NA,6.5,NA,1,0,0,0
"Jimmy: The True Story of a True Idiot",2018,"all",6.4,NA,1,0,0,0
"Footprints",2013,NA,5.8,0.41,1,0,0,0
"Maharakshak Devi",2015,NA,6.4,NA,1,0,0,0
"Treehouse Detectives",2018,NA,6.8,NA,1,0,0,0
"Immortal Classic",2012,"16+",NA,NA,1,0,0,0
"Vroomiz",2012,NA,4.9,NA,1,0,1,0
"Bottersnikes & Gumbles",2016,"7+",5.1,NA,1,0,0,0
"Marching Orders",2018,NA,5.9,NA,1,0,0,0
"Atomic Puppet",2016,"7+",5.1,NA,1,0,0,0
"<U+9633><U+5173><U+9053>",2018,NA,3.1,NA,1,0,0,0
"Fangbone!",2016,"7+",5.6,NA,1,0,0,0
"Money for Nothing",2013,NA,5.9,NA,1,0,0,0
"Les Minijusticiers",2008,NA,5.9,NA,1,0,0,0
"Stunt Science",2018,"18+",4.6,NA,1,0,0,0
"Iron Ladies",2018,NA,6,NA,1,0,0,0
"Love for Ten: Generation of Youth",2013,NA,6.4,NA,1,0,0,0
"Slum Survivors",2014,NA,4.4,NA,1,0,0,0
"Save our Shelter",2015,NA,7.5,NA,1,0,0,0
"Operation Gold Rush with Dan Snow",2016,NA,6.5,NA,1,0,0,0
"Love Around",2013,NA,NA,NA,1,0,0,0
"My Hotter Half",2017,NA,3.8,NA,1,0,0,0
"The Big Ward",2016,NA,NA,NA,1,0,0,0
"Changing Seas",2009,"all",6.6,NA,1,0,0,0
"Great World Hotels",2012,NA,3.2,NA,1,0,0,0
"Baby Ballroom: The Championship",2007,NA,6.1,NA,1,0,0,0
"Hive Alive",2014,NA,7.9,NA,1,0,0,0
"Chico Bon Bon: Monkey with a Tool Belt",2020,NA,7.9,NA,1,0,0,0
"Be With You",2015,NA,1,NA,1,0,0,0
"Gonul",2017,NA,NA,NA,1,0,0,0
"Zona Rosa",2019,NA,5.8,NA,1,0,0,0
"Jumping Girl",2015,NA,5.2,NA,1,0,0,0
"Bangkok Love Stories: Hey You!",2018,NA,7,NA,1,0,0,0
"Monster Math Squad",2012,NA,5,NA,1,0,0,0
"Gunpowder, Treason and Plot",2001,NA,7.1,NA,1,0,0,0
"The Outstanding Woman",2014,NA,5.3,NA,1,0,0,0
"Dragons: Race to the Edge",2016,NA,NA,NA,1,0,0,0
"Grami's Circus Show",2014,"all",5.1,NA,1,0,0,0
"Natural Born Hustlers: The Hunger Hustlers",2016,NA,8,NA,1,0,0,0
"Game Winning Hit",2009,NA,1.8,NA,1,0,0,0
"Compete to Eat",2013,NA,4.7,NA,1,0,0,0
"Shopkins",2014,"all",3.2,NA,1,0,0,0
"Sammy & Bella's Kitchen Rescue",2017,NA,4.7,NA,1,0,0,0
"True: Terrific Tales",2020,NA,NA,NA,1,0,0,0
"Selling Houses with Sarah Beeny",2014,NA,7.1,NA,1,0,0,0
"Rescue Mediums",2006,NA,5,NA,1,0,0,0
"The Day My Butt Went Psycho!",2013,NA,3.2,NA,1,0,0,0
"I Own Britain's Best Home",2008,NA,6.3,NA,1,0,0,0
"Harry & Bunnie",2017,NA,4,NA,1,0,0,0
"Real Rescues",2007,NA,NA,NA,1,0,0,0
"Six Puppies and Us",2015,"all",6.8,NA,1,0,0,0
"Kate and Mim-Mim",2014,NA,NA,NA,1,0,0,0
"Power Battle Watch Car",2016,NA,NA,NA,1,0,1,0
"Learning Time with Timmy",2018,NA,5.5,NA,1,0,0,0
"Islands of the Future",2016,NA,6.8,NA,1,0,0,0
"The Great British Baking Show: Holidays",2016,"16+",NA,NA,1,0,0,0
"Hoy Soy Nadie",2014,NA,6.1,NA,1,0,0,0
"Las Muñecas de la Mafia",2014,NA,NA,NA,1,0,0,0
"El Señor de los Cielos 3",2015,NA,NA,NA,1,0,0,0
"The Great British Baking Show: Masterclass",2013,NA,NA,NA,1,0,0,0
"Race of Life",2016,NA,5.3,NA,1,0,0,0
"My Tattoo Addiction",2012,NA,4.3,NA,1,0,0,0
"Super Bheem",2017,NA,5.7,NA,1,0,0,0
"Khelti Hai Zindagi Aankh Micholi",2013,NA,6.9,NA,1,0,0,0
"My Secret Romance",2017,NA,NA,NA,1,0,0,0
"Changing Faces",2015,NA,5.3,NA,1,0,0,0
"Head 2 Head",2015,NA,NA,NA,1,0,0,0
"History's Greatest Hoaxes",2016,NA,NA,NA,1,0,0,0
"Guerra de Idolos",2017,NA,NA,NA,1,0,0,0
"The Jaime Maussan Show",2010,NA,4.9,NA,1,0,0,0
"Vecinos",2012,NA,NA,NA,1,0,0,0
"Million Yen Women",2017,NA,NA,NA,1,0,0,0
"HooplaKidz",2010,NA,6.9,NA,1,0,0,0
"Devilman Crybaby",2018,NA,NA,NA,1,0,0,0
"Comedy High School",2018,NA,NA,NA,1,0,0,0
"Born To Explore",1914,NA,NA,NA,1,0,0,0
"Secrets of Ancient Rome",2015,NA,NA,NA,1,0,0,0
"The Princess Weiyoung - <U+9526><U+7EE3><U+672A><U+592E>",2016,NA,NA,NA,1,0,0,0
"Trawlermen Tales",2016,NA,6.1,NA,1,0,0,0
"Wild Alaska",2014,NA,NA,NA,1,0,0,0
"Argon",2017,NA,NA,NA,1,0,0,0
"Aftermath",2014,NA,NA,NA,1,0,0,0
"Sugar",2006,NA,NA,NA,1,0,0,0
"Beyond Stranger Things",2017,NA,NA,NA,1,0,0,0
"El Chavo",1973,NA,NA,NA,1,0,0,0
"Men on a Mission",2018,NA,NA,NA,1,0,0,0
"Click for Murder",2017,NA,NA,NA,1,0,0,0
"ViR: The Robot Boy",2013,NA,2.8,NA,1,0,1,0
"Be with Me",2015,NA,NA,NA,1,0,0,0
"XH Derbez",2012,NA,NA,NA,1,0,0,0
"Hardliners",2010,NA,NA,NA,1,0,0,0
"El Cartel",2008,NA,NA,NA,1,0,0,0
"Find It, Fix It, Flog It",2016,NA,NA,NA,1,0,0,0
"For the Win",2017,NA,3,NA,1,0,0,0
"Paul Hollywood's Big Continental Road Trip",2017,NA,NA,NA,1,0,0,0
"Nightmare Tenants, Slum Landlords",2015,NA,NA,NA,1,0,0,0
"Cleo & Cuquin",2018,NA,NA,NA,1,0,0,0
"Miniforce",2016,NA,NA,NA,1,0,1,0
"An Innocent Mistake",2012,NA,NA,NA,1,0,0,0
"Lockup: Disturbing the Peace",2013,NA,NA,NA,1,0,0,0
"Love Cheque Charge",2014,NA,NA,NA,1,0,0,0
"Timeless Seasons",2014,NA,NA,NA,1,0,0,0
"The Game 365",2006,NA,NA,NA,1,0,0,0
"Dhia Sofea",2014,NA,NA,NA,1,0,0,0
"High Risk",2011,NA,NA,NA,1,0,0,0
"Minecraft: Story Mode",2015,NA,NA,NA,1,0,0,0
"Sports Adventures",2000,NA,NA,NA,1,0,0,0
"Wild France with Ray Mears",2016,NA,NA,NA,1,0,0,0
"K-Pop Extreme Survival",2012,NA,NA,NA,1,0,0,0
"Genius of the Ancient World",2015,NA,NA,NA,1,0,0,0
"Wildest Middle East",2015,NA,NA,NA,1,0,1,0
"Ready for Start",2016,NA,NA,NA,1,0,0,0
"The Fear",2012,NA,NA,NA,1,0,0,0
"President",2011,NA,NA,NA,1,0,0,0
"Surveillance Oz",2012,NA,NA,NA,1,0,0,0
"Road to Victory",2001,NA,NA,NA,1,0,0,0
"The Ultimatum",2012,NA,NA,NA,1,0,0,0
"Corvette Nation",2013,"7+",NA,NA,1,0,1,0
"Queens of Comedy",2017,NA,NA,NA,1,0,0,0
"Caught On Camera (UK)",2013,NA,NA,NA,1,0,0,0
"Murphy's Law of Love",2014,NA,NA,NA,1,0,0,0
"Renters",2016,NA,NA,NA,1,0,0,0
"How to Live Mortgage Free with Sarah Beeny",2017,NA,NA,NA,1,0,0,0
"Kitten Rescuers",2016,NA,NA,NA,1,0,0,0
"The Color of a Woman",2011,NA,NA,NA,1,0,0,0
"Polar Bear: Spy on the Ice",2010,NA,NA,NA,1,0,0,0
"Voice (OCN)",2017,NA,NA,NA,1,0,0,0
"Show Me the Money",2004,NA,NA,NA,1,0,0,0
"Ordinary Heroes",2013,NA,NA,NA,1,0,0,0
"Love Me As I Am",2013,NA,NA,NA,1,0,0,0
"My Little Baby",2016,NA,NA,NA,1,0,1,0
"UglyFaceOfBeauty",2011,NA,NA,NA,1,0,0,0
"Real GOT7",2014,NA,NA,NA,1,0,0,0
"The Underwear",2017,NA,NA,NA,1,0,0,0
"To Build Or Not To Build",2000,NA,NA,NA,1,0,0,0
"Murder Files",2012,NA,NA,NA,1,0,0,0
"Deals, Wheels and Steals",2015,NA,NA,NA,1,0,0,0
"Sons of the Caliphate",2016,NA,NA,NA,1,0,0,0
"Under the Black Moonlight",2016,NA,NA,NA,1,0,0,0
"Lovely Love Lie (The Liar and His Lover)",2017,NA,NA,NA,1,0,0,0
"Truth",2012,NA,NA,NA,1,0,0,0
"In Between",2012,NA,NA,NA,1,0,0,0
"Fairground Attractions",2011,NA,NA,NA,1,0,0,0
"Taste of the Country",2011,NA,NA,NA,1,0,0,0
"Love Family",2013,NA,NA,NA,1,0,0,0
"World At Your Feet",2014,NA,NA,NA,1,0,0,0
"The Polar Sea",2014,NA,NA,NA,1,0,0,0
"The Golden Path",2012,NA,NA,NA,1,0,0,0
"JingleKids",2019,NA,NA,NA,1,0,0,0
"Sin Ellas No Hay Paraíso",2013,NA,NA,NA,1,0,0,0
"Slice of Paradise",2017,NA,NA,NA,1,0,0,0
"Two Fathers",2013,NA,NA,NA,1,0,0,0
"Rick and Morty",2013,"18+",9.2,0.94,0,1,0,0
"Fargo",2014,"18+",8.9,0.96,0,1,0,0
"Vikings",2013,"18+",8.5,0.93,0,1,1,0
"Brooklyn Nine-Nine",2013,"16+",8.4,0.97,0,1,0,0
"The Simpsons",1989,"7+",8.7,0.85,0,1,0,1
"Lost",2004,"16+",8.3,0.85,0,1,0,0
"Prison Break",2005,"16+",8.3,0.6,0,1,0,0
"Modern Family",2009,"16+",8.4,0.86,0,1,0,0
"Firefly",2002,"16+",9,0.85,0,1,0,0
"Seinfeld",1989,"7+",8.8,0.88,0,1,0,0
"It's Always Sunny in Philadelphia",2005,"18+",8.8,0.96,0,1,0,0
"Killing Eve",2018,"16+",8.3,0.9,0,1,0,0
"South Park",1997,"18+",8.7,0.81,0,1,0,0
"How I Met Your Mother",2005,"16+",8.3,0.83,0,1,0,0
"Futurama",1999,"16+",8.4,0.95,0,1,0,0
"The Handmaid's Tale",2017,"18+",8.5,0.88,0,1,0,0
"Sons of Anarchy",2008,"18+",8.6,0.87,0,1,0,0
"Gravity Falls",2012,"7+",8.9,1,0,1,0,1
"What We Do in the Shadows",2019,"18+",8.4,0.97,0,1,0,0
"Archer",2009,"18+",8.6,0.91,0,1,0,0
"This Is Us",2016,"16+",8.7,0.92,0,1,0,0
"Pride and Prejudice",1995,"all",8.9,0.88,0,1,1,0
"Justified",2010,"18+",8.6,0.97,0,1,0,0
"Scrubs",2001,"7+",8.3,0.83,0,1,0,0
"The X-Files",1993,"16+",8.6,0.75,0,1,0,0
"My Hero Academia",2016,"16+",8.5,1,0,1,0,0
"Adventure Time",2010,"7+",8.6,1,0,1,0,0
"24",2001,"16+",8.3,0.86,0,1,0,0
"White Collar",2009,"16+",8.2,0.96,0,1,0,0
"Friday Night Lights",2006,"7+",8.7,0.97,0,1,0,0
"Mr. Bean",1990,"all",8.5,1,0,1,1,0
"Buffy the Vampire Slayer",1997,"7+",8.2,0.82,0,1,0,0
"Bob's Burgers",2011,"16+",8.1,0.91,0,1,0,0
"30 Rock",2006,"16+",8.2,0.85,0,1,1,0
"Legion",2017,"16+",8.3,0.91,0,1,0,0
"Elementary",2012,"16+",7.9,0.95,0,1,0,0
"Taboo",2017,"16+",8.4,0.76,0,1,0,0
"Atlanta",2016,"18+",8.6,0.97,0,1,0,0
"The Shield",2002,"18+",8.7,0.9,0,1,0,0
"Normal People",2020,NA,8.8,0.83,0,1,0,0
"The Office",2001,"16+",8.5,0.96,0,1,0,0
"Black Books",2000,"7+",8.5,1,0,1,1,0
"Naruto Shippuden",2007,"7+",8.6,NA,0,1,0,0
"09-01-2001",2018,"16+",7.7,0.81,0,1,0,0
"Misfits",2009,"18+",8.2,0.92,0,1,0,0
"Veronica Mars",2004,"16+",8.3,0.92,0,1,0,0
"11.22.63",2016,"18+",8.2,0.8,0,1,0,0
"Frasier",1993,"7+",8,0.93,0,1,0,0
"Line of Duty",2012,"18+",8.6,0.97,0,1,0,0
"Bones",2005,"16+",7.8,0.9,0,1,1,0
"Steins;Gate",2011,"16+",8.8,1,0,1,0,0
"The Killing",2011,"18+",8.2,0.69,0,1,0,0
"The Good Doctor",2017,"16+",8.2,NA,0,1,0,0
"Preacher",2016,"18+",8,0.87,0,1,0,0
"The Orville",2017,"16+",8,0.65,0,1,0,0
"Peep show",2003,"18+",8.6,0.96,0,1,1,0
"Desperate Housewives",2004,"7+",7.4,0.72,0,1,0,0
"RuPaul's Drag Race",2009,"16+",8.5,0.83,0,1,1,0
"Battlestar Galactica",2004,"16+",8.6,0.82,0,1,0,0
"Over the Garden Wall",2014,"7+",8.8,0.88,0,1,0,0
"Revenge",2011,"16+",7.8,0.69,0,1,0,0
"Tokyo Ghoul",2014,"18+",7.9,1,0,1,0,0
"Superstore",2015,"16+",7.8,0.92,0,1,0,0
"Lie to Me",2009,"16+",8,0.78,0,1,0,0
"One Piece",1999,"7+",8.7,NA,0,1,0,0
"Spaced",1999,"18+",8.6,1,0,1,0,0
"12 Monkeys",2015,"16+",7.7,0.88,0,1,0,0
"Blue Bloods",2010,"16+",7.5,0.91,0,1,1,0
"Devs",2020,"18+",7.8,0.81,0,1,0,0
"The Rookie",2018,"16+",8.1,0.68,0,1,0,0
"DAVE",2020,"18+",8.4,0.62,0,1,0,0
"Younger",2015,"16+",7.8,0.99,0,1,0,0
"Food Wars! Shokugeki no Soma",2015,"18+",8.3,NA,0,1,0,0
"Smallville",2001,"7+",7.4,0.78,0,1,0,0
"Dirk Gently's Holistic Detective Agency",2016,"16+",8.3,0.85,0,1,0,0
"Broad City",2014,"18+",8.4,0.99,0,1,0,0
"Workaholics",2011,"18+",8.1,0.86,0,1,1,0
"Dead Like Me",2003,"16+",8.1,0.87,0,1,1,0
"Nathan For You",2013,"16+",8.8,0.97,0,1,0,0
"Angel",1999,"7+",7.9,0.88,0,1,0,0
"Timeless",2016,"7+",7.7,0.91,0,1,0,0
"Castle Rock",2018,"18+",7.6,0.87,0,1,0,0
"Fresh Off the Boat",2015,"7+",7.8,0.94,0,1,0,0
"You're the Worst",2014,"18+",8.1,0.95,0,1,0,0
"The Affair",2014,"18+",7.9,0.86,0,1,0,0
"Elfen Lied",2004,"18+",8,1,0,1,1,0
"The Last Ship",2014,"16+",7.5,0.83,0,1,0,0
"Everybody Hates Chris",2005,"7+",7.4,0.95,0,1,0,0
"Raising Hope",2010,"16+",8,0.96,0,1,0,0
"Boston Legal",2004,"16+",8.4,0.86,0,1,0,0
"Cowboy Bebop",1998,"18+",8.9,NA,0,1,0,0
"The Terror",2018,"18+",8,0.87,0,1,0,0
"Stargate SG-1",1997,"7+",8.4,NA,0,1,1,0
"Future Man",2017,"18+",7.8,0.91,0,1,0,0
"Inside No. 9",2014,"18+",8.5,1,0,1,0,0
"Zoey's Extraordinary Playlist",2020,"16+",8.1,0.74,0,1,0,0
"The Strain",2014,"18+",7.3,0.79,0,1,0,0
"The Venture Bros.",2004,"18+",8.5,0.92,0,1,0,0
"Demon Slayer: Kimetsu no Yaiba",2019,"18+",8.8,NA,0,1,0,0
"The League",2009,"18+",8.2,0.81,0,1,0,0
"Parenthood",2010,"7+",8.2,0.88,0,1,0,0
"Samurai Champloo",2004,"18+",8.5,0.88,0,1,0,0
"Mrs. America",2020,"18+",7.5,0.96,0,1,0,0
"Marvel's Runaways",2017,"16+",7,0.87,0,1,0,1
"Please Like Me",2013,"18+",8.5,1,0,1,0,0
"My Name Is Earl",2005,"16+",7.7,0.82,0,1,0,0
"Little Fires Everywhere",2020,"18+",7.7,0.77,0,1,0,0
"The Act",2019,"18+",8,0.89,0,1,0,0
"Dollhouse",2009,"16+",7.7,0.72,0,1,0,0
"Southland",2009,"16+",8.4,0.87,0,1,0,0
"Dragon Ball",1986,"16+",8.5,NA,0,1,0,0
"Damages",2007,"18+",8.1,0.91,0,1,0,0
"Looking for Alaska",2019,"18+",8.1,0.92,0,1,0,0
"American Dad!",2005,"16+",7.3,NA,0,1,0,0
"Legend of the Seeker",2008,"16+",7.6,0.42,0,1,0,0
"The Exorcist",2016,"16+",8.1,0.89,0,1,0,0
"Awkward.",2011,"16+",7.5,0.78,0,1,1,0
"Brockmire",2017,"18+",8.1,0.98,0,1,0,0
"High Fidelity",2020,"18+",7.6,0.85,0,1,0,0
"Better Things",2016,"7+",7.7,0.97,0,1,0,0
"Happy Endings",2011,"16+",7.7,0.78,0,1,0,0
"Fear the Walking Dead",2015,"18+",6.9,0.73,0,1,0,0
"TRIGUN",1998,"7+",8.3,1,0,1,0,0
"In the Flesh",2013,"18+",8,0.97,0,1,0,0
"The Bridge",2011,"18+",8.6,NA,0,1,0,0
"Chicago P.D.",2014,"16+",8.1,NA,0,1,1,0
"Better Off Ted",2009,"7+",8.2,0.89,0,1,0,0
"The Gifted",2017,"16+",7.4,0.79,0,1,0,0
"Lethal Weapon",2016,"16+",7.9,0.89,0,1,0,0
"The Last Man on Earth",2015,"16+",7.3,0.84,0,1,0,0
"Chicago Fire",2012,"16+",7.9,NA,0,1,0,0
"Sleepy Hollow",2013,"16+",7.4,0.77,0,1,0,0
"Rescue Me",2004,"18+",8.3,0.89,0,1,0,0
"Horace and Pete",2016,"18+",8.5,0.96,0,1,0,0
"Snowfall",2017,"18+",8,0.81,0,1,0,0
"Shadowhunters",2016,"16+",6.6,0.76,0,1,0,0
"Top of the Lake",2013,"18+",7.5,0.82,0,1,0,0
"Prime Suspect",1991,"18+",8.4,1,0,1,0,0
"Deutschland",2015,"18+",8.1,0.94,0,1,0,0
"Rizzoli & Isles",2010,"16+",7.6,0.72,0,1,0,0
"Stargate Universe",2009,"16+",7.6,0.7,0,1,1,0
"Key & Peele",2012,"18+",8.3,0.97,0,1,0,0
"The Mighty Boosh",2004,"16+",8.3,1,0,1,0,0
"Blindspot",2015,"16+",7.4,NA,0,1,0,0
"Stumptown",2019,"16+",7.5,0.92,0,1,0,0
"The Mindy Project",2012,"16+",7.4,0.86,0,1,0,0
"Empire",2015,"16+",7.4,0.84,0,1,0,0
"Quantum Leap",1989,"7+",8.1,NA,0,1,0,0
"The Librarians",2014,"16+",7.3,0.89,0,1,0,0
"The Middle",2009,"7+",7.5,NA,0,1,0,0
"The Resident",2018,"16+",7.6,NA,0,1,0,0
"Manifest",2018,"16+",7.2,0.57,0,1,0,0
"Saturday Night Live",1975,"16+",8.1,NA,0,1,0,0
"Survivor",2000,"7+",7.2,NA,0,1,1,0
"Nip/Tuck",2003,"18+",7.6,0.75,0,1,0,0
"New Amsterdam",2018,"16+",8.1,0.34,0,1,0,0
"Hellsing Ultimate",2006,"18+",8.3,0.8,0,1,0,0
"Steven Universe",2013,"7+",8.2,NA,0,1,0,0
"Drake & Josh",2004,"7+",7.7,NA,0,1,0,0
"Ugly Betty",2006,"7+",6.5,0.97,0,1,0,0
"black-ish",2014,"7+",7.1,0.91,0,1,0,0
"Marvel's Cloak & Dagger",2018,"16+",6.7,0.87,0,1,0,0
"Wilfred",2011,"18+",7.8,0.83,0,1,0,0
"Catch-22",2019,"18+",7.8,0.84,0,1,0,0
"Stargate Atlantis",2004,"7+",8.1,NA,0,1,1,0
"M*A*S*H",1972,"7+",8.4,NA,0,1,0,0
"Invader Zim",2001,"7+",8.3,1,0,1,0,0
"For Life",2020,"16+",7.5,0.86,0,1,0,0
"Wayward Pines",2015,"16+",7.4,0.61,0,1,0,0
"Sailor Moon",1992,"16+",7.7,0.9,0,1,0,0
"Home Movies",1999,"7+",8,1,0,1,0,0
"Mr Inbetween",2018,"18+",8.3,0.95,0,1,0,0
"Mayans M.C.",2018,"18+",7.5,0.86,0,1,0,0
"The Unit",2006,"16+",8.1,0.84,0,1,0,0
"I Love Lucy",1951,"all",8.4,NA,0,1,0,0
"Nashville",2012,"7+",7.7,0.9,0,1,0,0
"NYPD Blue",1993,"18+",7.5,0.84,0,1,1,0
"Ramy",2019,"18+",8,0.97,0,1,0,0
"Don't Trust the B---- in Apartment 23",2012,"16+",7.3,0.85,0,1,0,0
"MythBusters",2003,"7+",8.3,NA,0,1,0,0
"The Goldbergs",2013,"7+",8.1,NA,0,1,0,0
"Letterkenny",2016,"18+",8.7,NA,0,1,0,0
"Cougar Town",2009,"7+",6.9,0.89,0,1,1,0
"Regular Show",2010,"7+",8.4,NA,0,1,0,0
"Motherland: Fort Salem",2020,"16+",6.9,0.58,0,1,0,0
"Bunheads",2012,"16+",7.6,1,0,1,0,0
"CSI: Crime Scene Investigation",2000,"16+",7.6,NA,0,1,0,0
"One Tree Hill",2003,"16+",7.6,NA,0,1,0,0
"Afro Samurai",2007,"18+",7.7,1,0,1,0,0
"Graceland",2013,"16+",7.7,0.86,0,1,0,0
"Scream Queens",2015,"16+",7.1,0.75,0,1,0,0
"Genius",2017,"7+",8.4,0.7,0,1,0,0
"The Looming Tower",2018,"18+",8,0.88,0,1,0,0
"The Promised Neverland",2019,"18+",8.8,NA,0,1,0,0
"Pinky and the Brain",1995,"all",7.9,0.75,0,1,0,0
"Married... with Children",1987,"7+",8,NA,0,1,0,0
"Last Man Standing",2011,"16+",7.6,NA,0,1,0,0
"Emergence",2019,"16+",7.2,0.94,0,1,0,0
"Terriers",2010,"18+",8.4,0.92,0,1,0,0
"UnREAL",2015,"18+",7.8,0.82,0,1,0,0
"Blackadder",1983,"7+",8.1,NA,0,1,1,0
"The Hitchhiker's Guide to the Galaxy",1981,"7+",8,0.67,0,1,1,0
"Witches of East End",2013,"16+",7.6,0.65,0,1,0,0
"The Wonder Years",1988,"7+",8.3,NA,0,1,0,0
"Robot Chicken",2005,"18+",7.7,NA,0,1,0,0
"Harlots",2017,"18+",7.7,0.98,0,1,0,0
"Good Behavior",2016,"16+",8.1,0.78,0,1,0,0
"The Golden Girls",1985,"7+",7.9,NA,0,1,0,0
"RuPaul's Drag Race All Stars",2012,"16+",8.6,0.7,0,1,0,0
"Will & Grace",1998,"16+",7.2,NA,0,1,0,0
"The Outer Limits",1963,"7+",8.2,0.91,0,1,0,0
"Salem",2014,"18+",7.1,0.82,0,1,0,0
"The Hot Zone",2019,"16+",7.3,0.9,0,1,0,0
"Baskets",2016,"18+",7.5,0.92,0,1,0,0
"Make It or Break It",2009,"16+",7.5,0.79,0,1,0,0
"The Great",2020,NA,7.8,0.81,0,1,0,0
"Sliders",1995,"7+",7.4,NA,0,1,0,0
"The Amazing World of Gumball",2011,"7+",8.2,NA,0,1,0,0
"A Million Little Things",2018,"16+",7.9,0.53,0,1,0,0
"Man Seeking Woman",2015,"18+",7.7,0.93,0,1,0,0
"Wu-Tang: An American Saga",2019,"18+",8.3,0.8,0,1,0,0
"Ally McBeal",1997,"16+",6.8,0.61,0,1,0,0
"Siren",2018,"16+",7,NA,0,1,0,0
"The Detour",2016,"7+",7.7,0.9,0,1,0,0
"Kaguya-sama: Love is War",2019,"16+",8.1,NA,0,1,0,0
"My Mad Fat Diary",2013,"16+",8.4,0.95,0,1,0,0
"High School DxD",2012,"18+",7.6,NA,0,1,0,0
"Face Off",2011,"7+",8.2,NA,0,1,0,0
"Mom",2013,"16+",7.2,NA,0,1,0,0
